C2_EMISSAO	C2_NUM	C2_PRODUTO	B1_DESC	C2_QUANT	B1_YQTML	B1_YCONC	C2_YDOSSIE	C2_YLOTE	B1_YREGANS	B1_CODBAR
22/10/2025	146322	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	981/2025       	HC25J154/1	             	
22/10/2025	146321	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	220150	2	0	980/2025       	MT25J057  	1108500210028	               
21/10/2025	146319	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J410       	FD25J410  	             	               
21/10/2025	146318	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J409       	FD25J409  	             	               
21/10/2025	146317	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J408       	FD25J408  	             	               
21/10/2025	146316	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J407       	FD25J407  	             	               
21/10/2025	146315	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J406       	FD25J406  	             	               
21/10/2025	146314	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0928-R      	25J0928-R 	             	               
21/10/2025	146313	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0927-R      	25J0927-R 	             	               
21/10/2025	146312	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0926-R      	25J0926-R 	             	               
21/10/2025	146311	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0925-R      	25J0925-R 	             	               
21/10/2025	146308	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5410B/25       	25J5410B  	1108500010193	               
21/10/2025	146307	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5409B/25       	25J5409B  	1108500010193	               
21/10/2025	146306	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5408B/25       	25J5408B  	1108500010193	               
21/10/2025	146305	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5407B/25       	25J5407B  	1108500010193	               
21/10/2025	146304	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5406B/25       	25J5406B  	1108500010193	               
21/10/2025	146303	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5405B/25       	25J5405B  	1108500010193	               
21/10/2025	146302	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5404B/25       	25J5404B  	1108500010193	               
21/10/2025	146301	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5403B/25       	25J5403B  	1108500010193	               
21/10/2025	146300	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5402B/25       	25J5402B  	1108500010193	               
21/10/2025	146299	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5401B/25       	25J5401B  	1108500010193	               
21/10/2025	146298	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8845C/25       	25J8845C  	1108500010037	               
21/10/2025	146297	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8844C/25       	25J8844C  	1108500010037	               
21/10/2025	146296	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8843C/25       	25J8843C  	1108500010037	               
21/10/2025	146295	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0452A/25       	25J0452A  	1108500010215	               
21/10/2025	146294	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16482F/25      	25J16482F 	1108500010207	               
21/10/2025	146293	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10881D/25      	25J10881D 	1108500090091	               
21/10/2025	146292	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10880D/25      	25J10880D 	1108500090091	               
21/10/2025	146291	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10879D/25      	25J10879D 	1108500090091	               
21/10/2025	146290	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10878D/25      	25J10878D 	1108500090091	               
20/10/2025	146287	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0393I/25       	25J0393I  	1108500110066	               
20/10/2025	146286	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0392I/25       	25J0392I  	1108500110066	               
20/10/2025	146285	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0391I/25       	25J0391I  	1108500110066	               
20/10/2025	146284	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0208H/25       	25J0208H  	1108500010215	               
20/10/2025	146283	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0207H/25       	25J0207H  	1108500010215	               
20/10/2025	146282	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	63308	5	0	979/2025       	HC25J153  	1108500260033	               
20/10/2025	146281	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	979/2025       	HC25J153/1	             	
20/10/2025	146280	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62764	5	0	978/2025       	HC25J152  	1108500260033	               
20/10/2025	146279	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	978/2025       	HC25J152/1	             	
20/10/2025	146278	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62832	5	0	977/2025       	HC25J151  	1108500260033	               
20/10/2025	146277	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	977/2025       	HC25J151/1	             	
20/10/2025	146276	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62356	5	0	976/2025       	HC25J150  	1108500260033	               
20/10/2025	146275	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	976/2025       	HC25J150/1	             	
20/10/2025	146274	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62356	5	0	975/2025       	HC25J149  	1108500260033	               
20/10/2025	146273	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	975/2025       	HC25J149/1	             	
20/10/2025	146272	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J405       	FD25J405  	             	               
20/10/2025	146271	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J404       	FD25J404  	             	               
20/10/2025	146270	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J403       	FD25J403  	             	               
20/10/2025	146269	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J402       	FD25J402  	             	               
20/10/2025	146267	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J614       	FB25J614  	1108500440015	               
20/10/2025	146266	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J613       	FB25J613  	1108500440015	               
20/10/2025	146265	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J612       	FB25J612  	1108500440015	               
20/10/2025	146264	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J611       	FB25J611  	1108500440015	               
20/10/2025	146263	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J610       	FB25J610  	1108500440015	               
20/10/2025	146262	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J609       	FB25J609  	1108500440015	               
20/10/2025	146261	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J608       	FB25J608  	1108500440015	               
20/10/2025	146260	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J607       	FB25J607  	1108500440015	               
20/10/2025	146259	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J606       	FB25J606  	1108500440015	               
20/10/2025	146258	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J605       	FB25J605  	1108500440015	               
20/10/2025	146257	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J604       	FB25J604  	1108500440015	               
20/10/2025	146256	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12660E/25      	25J12660E 	1108500420049	               
20/10/2025	146256	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12660E/25      	25J12660E 	             	               
20/10/2025	146255	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12659E/25      	25J12659E 	1108500420049	               
20/10/2025	146255	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12659E/25      	25J12659E 	             	               
20/10/2025	146254	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10877D/25      	25J10877D 	1108500090091	               
20/10/2025	146253	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10876D/25      	25J10876D 	1108500090091	               
20/10/2025	146252	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10875D/25      	25J10875D 	1108500090091	               
20/10/2025	146251	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10874D/25      	25J10874D 	1108500090091	               
20/10/2025	146249	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5400B/25       	25J5400B  	1108500010193	               
20/10/2025	146248	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5399B/25       	25J5399B  	1108500010193	               
20/10/2025	146247	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5398B/25       	25J5398B  	1108500010193	               
20/10/2025	146246	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5397B/25       	25J5397B  	1108500010193	               
20/10/2025	146245	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5396B/25       	25J5396B  	1108500010193	               
20/10/2025	146243	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5395B/25       	25J5395B  	1108500010193	               
20/10/2025	146242	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5394B/25       	25J5394B  	1108500010193	               
20/10/2025	146241	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5393B/25       	25J5393B  	1108500010193	               
20/10/2025	146240	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5392B/25       	25J5392B  	1108500010193	               
20/10/2025	146239	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5391B/25       	25J5391B  	1108500010193	               
20/10/2025	146238	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5390B/25       	25J5390B  	1108500010193	               
20/10/2025	146237	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0451A/25       	25J0451A  	1108500010215	               
20/10/2025	146236	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0450A/25       	25J0450A  	1108500010215	               
20/10/2025	146235	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0449A/25       	25J0449A  	1108500010215	               
20/10/2025	146234	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0448A/25       	25J0448A  	1108500010215	               
20/10/2025	146232	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0924-R      	25J0924-R 	             	               
20/10/2025	146231	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0923-R      	25J0923-R 	             	               
20/10/2025	146230	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0922-R      	25J0922-R 	             	               
20/10/2025	146229	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0921-R      	25J0921-R 	             	               
18/10/2025	146226	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12658E/25      	25J12658E 	1108500110104	               
18/10/2025	146225	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12657E/25      	25J12657E 	1108500110104	               
18/10/2025	146224	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12656E/25      	25J12656E 	1108500110104	               
18/10/2025	146223	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12655E/25      	25J12655E 	1108500110104	               
18/10/2025	146222	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12654E/25      	25J12654E 	1108500110104	               
18/10/2025	146221	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12653E/25      	25J12653E 	1108500110104	               
18/10/2025	146219	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0920-R      	25J0920-R 	             	               
18/10/2025	146218	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0919-R      	25J0919-R 	             	               
18/10/2025	146216	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0918-R      	25J0918-R 	             	               
18/10/2025	146215	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0917-R      	25J0917-R 	             	               
18/10/2025	146214	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12650E/25      	25J12650E 	1108500110104	               
18/10/2025	146213	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12649E/25      	25J12649E 	1108500110104	               
18/10/2025	146212	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	64260	5	0	974/2025       	HC25J148  	1108500260033	               
18/10/2025	146211	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	974/2025       	HC25J148/1	             	
18/10/2025	146210	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	221000	2	0	973/2025       	MT25J056  	1108500210028	               
18/10/2025	146209	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	220150	2	0	972/2025       	MT25I055  	1108500210028	               
18/10/2025	145351	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	146072	3	0	908/2025       	DC25I111  	1108500160039	               
18/10/2025	145350	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	908/2025       	DC25I111/1	             	
18/10/2025	145348	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	145483	3	0	906/2025       	DC25I110  	1108500160039	               
18/10/2025	145347	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	906/2025       	DC25I110/1	             	
18/10/2025	145346	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	146661	3	0	905/2025       	DC25H109  	1108500160039	               
18/10/2025	145345	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	905/2025       	DC25H109/1	             	
18/10/2025	145344	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	147820	3	0	904/2025       	DC25H108  	1108500160039	               
18/10/2025	145343	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	904/2025       	DC25H108/1	             	
17/10/2025	146205	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0916-R      	25J0916-R 	             	               
17/10/2025	146204	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0915-R      	25J0915-R 	             	               
17/10/2025	146203	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0914-R      	25J0914-R 	             	               
17/10/2025	146202	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0913-R      	25J0913-R 	             	               
17/10/2025	146201	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16481F/25      	25J16481F 	1108500010207	               
17/10/2025	146200	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16480F/25      	25J16480F 	1108500010207	               
17/10/2025	146199	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16479F/25      	25J16479F 	1108500010207	               
17/10/2025	146198	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16478F/25      	25J16478F 	1108500010207	               
17/10/2025	146197	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16477F/25      	25J16477F 	1108500010207	               
17/10/2025	146196	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16476F/25      	25J16476F 	1108500010207	               
17/10/2025	146195	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16475F/25      	25J16475F 	1108500010207	               
17/10/2025	146194	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12652E/25      	25J12652E 	1108500110104	               
17/10/2025	146193	07010009       	AGUA PARA INJECAO 500ML - SF                      	7450	500	0	12651E/25      	25J12651E 	1108500110104	               
17/10/2025	146192	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12650E/25      	25J12650E 	1108500420049	               
17/10/2025	146192	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12650E/25      	25J12650E 	             	               
17/10/2025	146191	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12649E/25      	25J12649E 	1108500420049	               
17/10/2025	146191	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12649E/25      	25J12649E 	             	               
17/10/2025	146190	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12648E/25      	25J12648E 	1108500100036	               
17/10/2025	146189	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12647E/25      	25J12647E 	1108500100036	               
17/10/2025	146188	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12646E/25      	25J12646E 	1108500100036	               
17/10/2025	146187	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12645E/25      	25J12645E 	1108500100036	               
17/10/2025	146186	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12644E/25      	25J12644E 	1108500100036	               
17/10/2025	146185	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12643E/25      	25J12643E 	1108500100036	               
17/10/2025	146184	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12642E/25      	25J12642E 	1108500100036	               
17/10/2025	146183	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12641E/25      	25J12641E 	1108500100036	               
17/10/2025	146182	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12640E/25      	25J12640E 	1108500100036	               
17/10/2025	146181	07010008       	SOL. RINGER SIMPLES 500ML - SF                    	8627	500	0	12639E/25      	25J12639E 	1108500100036	               
17/10/2025	146180	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10873D/25      	25J10873D 	1108500110066	               
17/10/2025	146179	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10872D/25      	25J10872D 	1108500110066	               
17/10/2025	146178	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10871D/25      	25J10871D 	1108500110066	               
17/10/2025	146177	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10870D/25      	25J10870D 	1108500110066	               
17/10/2025	146176	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10869D/25      	25J10869D 	1108500110066	               
17/10/2025	146175	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10868D/25      	25J10868D 	1108500110066	               
17/10/2025	146174	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10867D/25      	25J10867D 	1108500110066	               
17/10/2025	146173	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10866D/25      	25J10866D 	1108500110066	               
17/10/2025	146172	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10865D/25      	25J10865D 	1108500110066	               
17/10/2025	146171	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10864D/25      	25J10864D 	1108500110066	               
17/10/2025	146170	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10863D         	25J10863D 	1108500110066	               
17/10/2025	146169	07060019       	CLORIDRATO AMBROX 30MG/5ML 120ML ADULTO -  HOSP   	16543	120	0	CA.333/25      	CA25J333  	1108500390050	               
17/10/2025	146168	07060019       	CLORIDRATO AMBROX 30MG/5ML 120ML ADULTO -  HOSP   	16543	120	0	CA.332/25      	CA25J332  	1108500390050	               
17/10/2025	146167	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5389B/25       	25J5389B  	1108500010193	               
17/10/2025	146166	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5388B/25       	25J5388B  	1108500010193	               
17/10/2025	146165	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5387B/25       	25J5387B  	1108500010193	               
17/10/2025	146164	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5386B/25       	25J5386B  	1108500010193	               
17/10/2025	146163	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5385B/25       	25J5385B  	1108500010193	               
17/10/2025	146162	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5384B/25       	25J5384B  	1108500010193	               
17/10/2025	146161	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5383B/25       	25J5383B  	1108500010193	               
17/10/2025	146160	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5382B/25       	25J5382B  	1108500010193	               
17/10/2025	146159	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5381B/25       	25J5381B  	1108500010193	               
17/10/2025	146158	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5380B/25       	25J5380B  	1108500010193	               
17/10/2025	146157	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5379B/25       	25J5379B  	1108500010193	               
17/10/2025	146156	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5378B/25       	25J5378B  	1108500010193	               
17/10/2025	146155	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5377B/25       	25J5377B  	1108500010193	               
17/10/2025	146154	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5376B/25       	25J5376B  	1108500010193	               
17/10/2025	146153	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5375B/25       	25J5375B  	1108500010193	               
17/10/2025	146152	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5374B/25       	25J5374B  	1108500010193	               
17/10/2025	146151	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5373B/25       	25J5373B  	1108500010193	               
17/10/2025	146150	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5372B/25       	25J5372B  	1108500010193	               
17/10/2025	146149	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5371B/25       	25J5371B  	1108500010193	               
17/10/2025	146148	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5370B/25       	25J5370B  	1108500010193	               
17/10/2025	146147	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5369B/25       	25J5369B  	1108500010193	               
17/10/2025	146146	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5368B/25       	25J5368B  	1108500010193	               
17/10/2025	146145	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5367B/25       	25J5367B  	1108500010193	               
17/10/2025	146144	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5366B/25       	25J5366B  	1108500010193	               
17/10/2025	146143	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5365B/25       	25J5365B  	1108500010193	               
17/10/2025	146141	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J603       	FB25J603  	1108500440015	               
17/10/2025	146140	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J602       	FB25J602  	1108500440015	               
17/10/2025	146139	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J601       	FB25J601  	1108500440015	               
17/10/2025	146138	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J600       	FB25J600  	1108500440015	               
17/10/2025	146137	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J599       	FB25J599  	1108500440015	               
17/10/2025	146136	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J598       	FB25J598  	1108500440015	               
17/10/2025	146135	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J597       	FB25J597  	1108500440015	               
17/10/2025	146134	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J596       	FB25J596  	1108500440015	               
17/10/2025	146133	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J595       	FB25J595  	1108500440015	               
17/10/2025	146132	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J594       	FB25J594  	1108500440015	               
17/10/2025	146131	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J593       	FB25J593  	1108500440015	               
17/10/2025	146130	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J401       	FD25J401  	             	               
17/10/2025	146129	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J400       	FD25J400  	             	               
17/10/2025	146128	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8842C/25       	25J8842C  	1108500010037	               
17/10/2025	146127	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8841C/25       	25J8841C  	1108500010037	               
17/10/2025	146126	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8840C/25       	25J8840C  	1108500010037	               
17/10/2025	146125	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8839C/25       	25J8839C  	1108500010037	               
17/10/2025	146124	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8838C/25       	25J8838C  	1108500010037	               
17/10/2025	146123	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0447A/25       	25J0447A  	1108500010215	               
